step,cd_proxy,cl_proxy,mass,effective_re,tau,probe_vorticity,max_speed
563,6.3809344150,0.0125676996,1.0025664905,100.000000,0.54628571,-0.0000016987,0.0805349365
565,6.3472775264,0.0047496354,1.0025495308,100.000000,0.54628571,-0.0000013534,0.0805330566
567,6.3011362552,-0.0032389996,1.0025325702,100.000000,0.54628571,-0.0000010092,0.0805294097
569,6.2434514423,-0.0112207928,1.0025156827,100.000000,0.54628571,-0.0000006788,0.0805242452
571,6.1767740971,-0.0190239000,1.0024989260,100.000000,0.54628571,-0.0000003619,0.0805182289
573,6.1052947100,-0.0264967633,1.0024823412,100.000000,0.54628571,-0.0000000449,0.0805122924
575,6.0345624833,-0.0335175260,1.0024659572,100.000000,0.54628571,0.0000002940,0.0805073796
577,5.9708920294,-0.0399967980,1.0024497965,100.000000,0.54628571,0.0000006783,0.0805041190
579,5.9205320969,-0.0458748897,1.0024338822,100.000000,0.54628571,0.0000011250,0.0805024722
581,5.8887307498,-0.0511162181,1.0024182441,100.000000,0.54628571,0.0000016394,0.0805014324
583,5.8788581314,-0.0557035717,1.0024029220,100.000000,0.54628571,0.0000022129,0.0804988470
585,5.8917406240,-0.0596335474,1.0023879669,100.000000,0.54628571,0.0000028263,0.0804914192
587,5.9253279924,-0.0629127742,1.0023734376,100.000000,0.54628571,0.0000034564,0.0804748946
589,5.9747668325,-0.0655535643,1.0023593966,100.000000,0.54628571,0.0000040841,0.0804443881
591,6.0328919948,-0.0675678360,1.0023459031,100.000000,0.54628571,0.0000047005,0.0803947850
593,6.0910735827,-0.0689592153,1.0023330074,100.000000,0.54628571,0.0000053089,0.0803575973
595,6.1402812157,-0.0697144306,1.0023207472,100.000000,0.54628571,0.0000059220,0.0803280046
597,6.1721749941,-0.0697959020,1.0023091448,100.000000,0.54628571,0.0000065559,0.0802784317
599,6.1800333634,-0.0691376988,1.0022982087,100.000000,0.54628571,0.0000072228,0.0802047405
601,6.1593926443,-0.0676469784,1.0022879346,100.000000,0.54628571,0.0000079257,0.0801035587
603,6.1083774118,-0.0652127506,1.0022783089,100.000000,0.54628571,0.0000086567,0.0799726703
605,6.0277927598,-0.0617231198,1.0022693102,100.000000,0.54628571,0.0000094001,0.0798356377
607,5.9210771891,-0.0570906680,1.0022609120,100.000000,0.54628571,0.0000101383,0.0796835570
609,5.7941631323,-0.0512832297,1.0022530837,100.000000,0.54628571,0.0000108593,0.0795025857
611,5.6551984568,-0.0443544299,1.0022457919,100.000000,0.54628571,0.0000115622,0.0792958642
613,5.5140185239,-0.0364660452,1.0022390018,100.000000,0.54628571,0.0000122576,0.0790690596
615,5.3812844281,-0.0278937263,1.0022326792,100.000000,0.54628571,0.0000129634,0.0788303148
617,5.2673223278,-0.0190097692,1.0022267918,100.000000,0.54628571,0.0000136972,0.0785896774
619,5.1808501657,-0.0102415568,1.0022213104,100.000000,0.54628571,0.0000144691,0.0783579842
621,5.1278747646,-0.0020111088,1.0022162099,100.000000,0.54628571,0.0000152791,0.0781453597
623,5.1110295994,0.0053320235,1.0022114685,100.000000,0.54628571,0.0000161176,0.0779596553
625,5.1295095356,0.0115679671,1.0022070674,100.000000,0.54628571,0.0000169706,0.0778052303
627,5.1795972653,0.0166377374,1.0022029911,100.000000,0.54628571,0.0000178235,0.0776985423
629,5.2556268946,0.0206384534,1.0021992265,100.000000,0.54628571,0.0000186646,0.0776300695
631,5.3511339754,0.0237830425,1.0021957630,100.000000,0.54628571,0.0000194874,0.0775752091
633,5.4599186214,0.0263362942,1.0021925917,100.000000,0.54628571,0.0000202909,0.0775281617
635,5.5768025868,0.0285468657,1.0021897032,100.000000,0.54628571,0.0000210796,0.0774867200
637,5.6979747614,0.0305954467,1.0021870854,100.000000,0.54628571,0.0000218626,0.0774440659
639,5.8209524008,0.0325721453,1.0021847205,100.000000,0.54628571,0.0000226503,0.0774055739
641,5.9442882777,0.0344842632,1.0021825840,100.000000,0.54628571,0.0000234510,0.0773806358
643,6.0671920766,0.0362843760,1.0021806449,100.000000,0.54628571,0.0000242667,0.0773690198
645,6.1892045261,0.0379031080,1.0021788692,100.000000,0.54628571,0.0000250918,0.0773715158
647,6.3099916322,0.0392732355,1.0021772253,100.000000,0.54628571,0.0000259144,0.0773871671
649,6.4292531398,0.0403396249,1.0021756902,100.000000,0.54628571,0.0000267210,0.0774138784
651,6.5466951465,0.0410581115,1.0021742553,100.000000,0.54628571,0.0000275008,0.0774582029
653,6.6620121669,0.0413910108,1.0021729301,100.000000,0.54628571,0.0000282499,0.0775106723
655,6.7748489582,0.0413058396,1.0021717424,100.000000,0.54628571,0.0000289710,0.0775663793
657,6.8847461016,0.0407789942,1.0021707356,100.000000,0.54628571,0.0000296714,0.0776222690
659,6.9910959600,0.0398015366,1.0021699625,100.000000,0.54628571,0.0000303589,0.0776768046
661,7.0931373490,0.0383828481,1.0021694778,100.000000,0.54628571,0.0000310385,0.0777302400
663,7.1900003321,0.0365498922,1.0021693312,100.000000,0.54628571,0.0000317104,0.0777840550
665,7.2807881032,0.0343429694,1.0021695611,100.000000,0.54628571,0.0000323711,0.0778407872
667,7.3646645454,0.0318106316,1.0021701921,100.000000,0.54628571,0.0000330158,0.0779216133
669,7.4409131596,0.0290059427,1.0021712346,100.000000,0.54628571,0.0000336411,0.0780143348
671,7.5089464234,0.0259844840,1.0021726864,100.000000,0.54628571,0.0000342461,0.0781143673
673,7.5682665199,0.0228030592,1.0021745370,100.000000,0.54628571,0.0000348327,0.0782186534
675,7.6183974314,0.0195178800,1.0021767704,100.000000,0.54628571,0.0000354031,0.0783233321
677,7.6588163943,0.0161818228,1.0021793683,100.000000,0.54628571,0.0000359582,0.0784243126
679,7.6889086966,0.0128412432,1.0021823108,100.000000,0.54628571,0.0000364966,0.0785178132
681,7.7079590183,0.0095331489,1.0021855755,100.000000,0.54628571,0.0000370148,0.0786007792
683,7.7151819302,0.0062832832,1.0021891364,100.000000,0.54628571,0.0000375086,0.0786711468
685,7.7097880453,0.0031052474,1.0021929617,100.000000,0.54628571,0.0000379741,0.0787281807
687,7.6910807225,0.0000005284,1.0021970129,100.000000,0.54628571,0.0000384085,0.0787717847
689,7.6585783708,-0.0030407583,1.0022012452,100.000000,0.54628571,0.0000388100,0.0788028973
691,7.6121560481,-0.0060385985,1.0022056096,100.000000,0.54628571,0.0000391783,0.0788230463
693,7.5521953822,-0.0090214669,1.0022100560,100.000000,0.54628571,0.0000395149,0.0788339893
695,7.4797243293,-0.0120245286,1.0022145367,100.000000,0.54628571,0.0000398233,0.0788373677
697,7.3965205122,-0.0150876570,1.0022190101,100.000000,0.54628571,0.0000401089,0.0788344294
699,7.3051476954,-0.0182530261,1.0022234431,100.000000,0.54628571,0.0000403787,0.0788258808
701,7.2088979394,-0.0215618345,1.0022278128,100.000000,0.54628571,0.0000406389,0.0788119129
703,7.1116238718,-0.0250497623,1.0022321069,100.000000,0.54628571,0.0000408933,0.0787924134
705,7.0174651042,-0.0287411712,1.0022363233,100.000000,0.54628571,0.0000411416,0.0787673286
707,6.9304960119,-0.0326428041,1.0022404682,100.000000,0.54628571,0.0000413788,0.0787370823
709,6.8543429761,-0.0367384959,1.0022445543,100.000000,0.54628571,0.0000415962,0.0787029247
711,6.7918317832,-0.0409867455,1.0022485991,100.000000,0.54628571,0.0000417837,0.0786670857
713,6.7447259616,-0.0453225373,1.0022526228,100.000000,0.54628571,0.0000419326,0.0786326624
715,6.7136032291,-0.0496635674,1.0022566473,100.000000,0.54628571,0.0000420380,0.0786032553
717,6.6978923555,-0.0539195468,1.0022606943,100.000000,0.54628571,0.0000420996,0.0785824466
719,6.6960620773,-0.0580022359,1.0022647847,100.000000,0.54628571,0.0000421216,0.0785732560
721,6.7059242787,-0.0618338306,1.0022689367,100.000000,0.54628571,0.0000421110,0.0785777033
723,6.7249922296,-0.0653521846,1.0022731641,100.000000,0.54628571,0.0000420761,0.0785965583
725,6.7508260785,-0.0685125972,1.0022774734,100.000000,0.54628571,0.0000420253,0.0786293036
727,6.7813040128,-0.0712868767,1.0022818623,100.000000,0.54628571,0.0000419659,0.0786742821
729,6.8147772272,-0.0736607714,1.0022863171,100.000000,0.54628571,0.0000419040,0.0787289743
731,6.8500956463,-0.0756307041,1.0022908125,100.000000,0.54628571,0.0000418437,0.0787903416
733,6.8865222528,-0.0772003502,1.0022953110,100.000000,0.54628571,0.0000417863,0.0788551749
735,6.9235788279,-0.0783772509,1.0022997635,100.000000,0.54628571,0.0000417295,0.0789204004
737,6.9608780030,-0.0791694846,1.0023041102,100.000000,0.54628571,0.0000416666,0.0789833062
739,6.9979923666,-0.0795824119,1.0023082803,100.000000,0.54628571,0.0000415876,0.0790416755
741,7.0343927442,-0.0796155948,1.0023121928,100.000000,0.54628571,0.0000414812,0.0790938346
743,7.0694613065,-0.0792601251,1.0023157550,100.000000,0.54628571,0.0000413372,0.0791386449
745,7.1025601307,-0.0784967344,1.0023188637,100.000000,0.54628571,0.0000411507,0.0791754801
747,7.1331206091,-0.0772951472,1.0023214063,100.000000,0.54628571,0.0000409237,0.0792042230
749,7.1607179731,-0.0756151027,1.0023232649,100.000000,0.54628571,0.0000406660,0.0792252915
751,7.1851070274,-0.0734092612,1.0023243233,100.000000,0.54628571,0.0000403927,0.0792431718
753,7.2062141418,-0.0706278536,1.0023244756,100.000000,0.54628571,0.0000401189,0.0792613085
755,7.2240986519,-0.0672245406,1.0023236367,100.000000,0.54628571,0.0000398554,0.0792742109
757,7.2389070138,-0.0631626759,1.0023217514,100.000000,0.54628571,0.0000396054,0.0792839686
759,7.2508418532,-0.0584211626,1.0023188019,100.000000,0.54628571,0.0000393643,0.0792928704
761,7.2601568415,-0.0529993288,1.0023148104,100.000000,0.54628571,0.0000391229,0.0793030740
763,7.2671727473,-0.0469205818,1.0023098377,100.000000,0.54628571,0.0000388720,0.0793162697
765,7.2722972928,-0.0402347987,1.0023039777,100.000000,0.54628571,0.0000386055,0.0793334234
767,7.2760271651,-0.0330193399,1.0022973472,100.000000,0.54628571,0.0000383227,0.0793546723
769,7.2789162647,-0.0253783038,1.0022900751,100.000000,0.54628571,0.0000380265,0.0793793986
771,7.2815074892,-0.0174394200,1.0022822909,100.000000,0.54628571,0.0000377217,0.0794064544
773,7.2842407675,-0.0093481163,1.0022741147,100.000000,0.54628571,0.0000374121,0.0794344663
775,7.2873617888,-0.0012588873,1.0022656506,100.000000,0.54628571,0.0000370993,0.0794621295
777,7.2908591971,0.0066750269,1.0022569830,100.000000,0.54628571,0.0000367829,0.0794884213
779,7.2944510600,0.0143118942,1.0022481768,100.000000,0.54628571,0.0000364610,0.0795126968
781,7.2976260229,0.0215297261,1.0022392791,100.000000,0.54628571,0.0000361318,0.0795346750
783,7.2997261773,0.0282310639,1.0022303237,100.000000,0.54628571,0.0000357945,0.0795543502
785,7.3000445801,0.0343438893,1.0022213352,100.000000,0.54628571,0.0000354493,0.0795718771
787,7.2979066853,0.0398192477,1.0022123332,100.000000,0.54628571,0.0000350977,0.0795874647
789,7.2927137638,0.0446267417,1.0022033351,100.000000,0.54628571,0.0000347413,0.0796016318
791,7.2839443779,0.0487490172,1.0021943577,100.000000,0.54628571,0.0000343817,0.0796144062
793,7.2711295477,0.0521759272,1.0021854176,100.000000,0.54628571,0.0000340197,0.0796255532
795,7.2538297045,0.0548986157,1.0021765309,100.000000,0.54628571,0.0000336557,0.0796350305
797,7.2316409403,0.0569036669,1.0021677130,100.000000,0.54628571,0.0000332896,0.0796427247
799,7.2042441406,0.0581677955,1.0021589778,100.000000,0.54628571,0.0000329215,0.0796484535
801,7.1714891497,0.0586541034,1.0021503378,100.000000,0.54628571,0.0000325518,0.0796519723
803,7.1334866484,0.0583113366,1.0021418043,100.000000,0.54628571,0.0000321818,0.0796529932
805,7.0906717855,0.0570775084,1.0021333882,100.000000,0.54628571,0.0000318134,0.0796512232
807,7.0438098343,0.0548886339,1.0021250998,100.000000,0.54628571,0.0000314484,0.0796464214
809,6.9939327031,0.0516922469,1.0021169493,100.000000,0.54628571,0.0000310882,0.0796384672
811,6.9422183879,0.0474641487,1.0021089467,100.000000,0.54628571,0.0000307330,0.0796299553
813,6.8898444677,0.0422257552,1.0021011017,100.000000,0.54628571,0.0000303816,0.0796251908
815,6.8378550258,0.0360586924,1.0020934230,100.000000,0.54628571,0.0000300308,0.0796267051
817,6.7870759204,0.0291131201,1.0020859178,100.000000,0.54628571,0.0000296766,0.0796254373
819,6.7380983638,0.0216067330,1.0020785916,100.000000,0.54628571,0.0000293142,0.0796217237
821,6.6913303350,0.0138125939,1.0020714471,100.000000,0.54628571,0.0000289396,0.0796157067
823,6.6470956659,0.0060358605,1.0020644841,100.000000,0.54628571,0.0000285505,0.0796072682
825,6.6057477390,-0.0014181378,1.0020576990,100.000000,0.54628571,0.0000281474,0.0795960194
827,6.5677628924,-0.0082796232,1.0020510841,100.000000,0.54628571,0.0000277345,0.0795813568
829,6.5337886195,-0.0143473341,1.0020446282,100.000000,0.54628571,0.0000273186,0.0795625863
831,6.5046396374,-0.0195118440,1.0020383165,100.000000,0.54628571,0.0000269086,0.0795390955
833,6.4812533272,-0.0237638244,1.0020321320,100.000000,0.54628571,0.0000265126,0.0795105448
835,6.4646267742,-0.0271849979,1.0020260570,100.000000,0.54628571,0.0000261368,0.0794770618
837,6.4557559841,-0.0299236493,1.0020200746,100.000000,0.54628571,0.0000257833,0.0794398335
839,6.4555853298,-0.0321604327,1.0020141708,100.000000,0.54628571,0.0000254501,0.0793996193
841,6.4649592236,-0.0340725825,1.0020083363,100.000000,0.54628571,0.0000251318,0.0793582966
843,6.4845580478,-0.0358046332,1.0020025676,100.000000,0.54628571,0.0000248216,0.0793182315
845,6.5148033547,-0.0374513543,1.0019968673,100.000000,0.54628571,0.0000245132,0.0792892009
847,6.5557333652,-0.0390546341,1.0019912439,100.000000,0.54628571,0.0000242022,0.0792806268
849,6.6068716349,-0.0406119519,1.0019857108,100.000000,0.54628571,0.0000238873,0.0792835707
851,6.6671283775,-0.0420912834,1.0019802842,100.000000,0.54628571,0.0000235696,0.0792969632
853,6.7347762551,-0.0434466544,1.0019749816,100.000000,0.54628571,0.0000232521,0.0793219449
855,6.8075280585,-0.0446300096,1.0019698197,100.000000,0.54628571,0.0000229380,0.0793592068
857,6.8827177761,-0.0455976897,1.0019648129,100.000000,0.54628571,0.0000226297,0.0794088815
859,6.9575586040,-0.0463123417,1.0019599722,100.000000,0.54628571,0.0000223282,0.0794704525
861,7.0294305626,-0.0467425081,1.0019553050,100.000000,0.54628571,0.0000220332,0.0795427063
863,7.0961418898,-0.0468621302,1.0019508148,100.000000,0.54628571,0.0000217436,0.0796237512
865,7.1561133816,-0.0466511746,1.0019465024,100.000000,0.54628571,0.0000214582,0.0797111149
867,7.2084515101,-0.0460973378,1.0019423665,100.000000,0.54628571,0.0000211759,0.0798019217
869,7.2529007822,-0.0451980001,1.0019384052,100.000000,0.54628571,0.0000208967,0.0798931319
871,7.2896931572,-0.0439615258,1.0019346171,100.000000,0.54628571,0.0000206208,0.0799818141
873,7.3193357248,-0.0424074223,1.0019310031,100.000000,0.54628571,0.0000203491,0.0800654195
875,7.3423905392,-0.0405653720,1.0019275676,100.000000,0.54628571,0.0000200827,0.0801420208
877,7.3592983224,-0.0384734184,1.0019243199,100.000000,0.54628571,0.0000198223,0.0802104839
879,7.3702814205,-0.0361755850,1.0019212752,100.000000,0.54628571,0.0000195690,0.0802705451
881,7.3753367708,-0.0337190838,1.0019184553,100.000000,0.54628571,0.0000193234,0.0803227722
883,7.3743052972,-0.0311512081,1.0019158884,100.000000,0.54628571,0.0000190860,0.0803684099
885,7.3669875456,-0.0285160538,1.0019136076,100.000000,0.54628571,0.0000188566,0.0804091260
887,7.3532699181,-0.0258513197,1.0019116489,100.000000,0.54628571,0.0000186343,0.0804466987
889,7.3332303370,-0.0231854858,1.0019100483,100.000000,0.54628571,0.0000184175,0.0804827017
891,7.3072025009,-0.0205356202,1.0019088379,100.000000,0.54628571,0.0000182038,0.0805182422
893,7.2757896912,-0.0179059669,1.0019080421,100.000000,0.54628571,0.0000179907,0.0805537952
895,7.2398295514,-0.0152873842,1.0019076745,100.000000,0.54628571,0.0000177766,0.0805891556
897,7.2003194485,-0.0126577009,1.0019077353,100.000000,0.54628571,0.0000175613,0.0806235032
899,7.1583179723,-0.0099831028,1.0019082107,100.000000,0.54628571,0.0000173462,0.0806555617
901,7.1148416982,-0.0072207011,1.0019090736,100.000000,0.54628571,0.0000171338,0.0806838168
903,7.0707767685,-0.0043223937,1.0019102856,100.000000,0.54628571,0.0000169268,0.0807067633
905,7.0268212628,-0.0012399694,1.0019118013,100.000000,0.54628571,0.0000167271,0.0807231447
907,6.9834667573,0.0020688815,1.0019135719,100.000000,0.54628571,0.0000165354,0.0807321581
909,6.9410175357,0.0056343376,1.0019155504,100.000000,0.54628571,0.0000163510,0.0807335932
911,6.8996365708,0.0094690039,1.0019176953,100.000000,0.54628571,0.0000161722,0.0807278848
913,6.8594017642,0.0135643721,1.0019199743,100.000000,0.54628571,0.0000159976,0.0807160664
915,6.8203558860,0.0178900740,1.0019223656,100.000000,0.54628571,0.0000158259,0.0806996321
917,6.7825389097,0.0223962225,1.0019248585,100.000000,0.54628571,0.0000156570,0.0806803293
919,6.7459996919,0.0270183359,1.0019274521,100.000000,0.54628571,0.0000154917,0.0806599267
921,6.7107919227,0.0316836443,1.0019301531,100.000000,0.54628571,0.0000153312,0.0806400018
923,6.6769640628,0.0363172930,1.0019329729,100.000000,0.54628571,0.0000151768,0.0806217880
925,6.6445531561,0.0408471956,1.0019359245,100.000000,0.54628571,0.0000150291,0.0806060990
927,6.6135883511,0.0452069235,1.0019390192,100.000000,0.54628571,0.0000148880,0.0805933288
929,6.5841036076,0.0493367347,1.0019422647,100.000000,0.54628571,0.0000147527,0.0805835055
931,6.5561530277,0.0531833500,1.0019456629,100.000000,0.54628571,0.0000146220,0.0805763755
933,6.5298189382,0.0566992285,1.0019492098,100.000000,0.54628571,0.0000144950,0.0805714921
935,6.5052036474,0.0598419238,1.0019528949,100.000000,0.54628571,0.0000143713,0.0805682999
937,6.4824006251,0.0625737714,1.0019567022,100.000000,0.54628571,0.0000142510,0.0805662061
939,6.4614481754,0.0648618448,1.0019606109,100.000000,0.54628571,0.0000141343,0.0805646442
941,6.4422760162,0.0666779294,1.0019645965,100.000000,0.54628571,0.0000140216,0.0805631266
943,6.4246599432,0.0679982401,1.0019686323,100.000000,0.54628571,0.0000139130,0.0805612878
945,6.4082001175,0.0688027191,1.0019726900,100.000000,0.54628571,0.0000138081,0.0805589117
947,6.3923340912,0.0690739374,1.0019767410,100.000000,0.54628571,0.0000137068,0.0805559395
949,6.3763876416,0.0687958195,1.0019807570,100.000000,0.54628571,0.0000136087,0.0805524555
951,6.3596571654,0.0679525489,1.0019847102,100.000000,0.54628571,0.0000135138,0.0805496038
953,6.3415094875,0.0665280457,1.0019885738,100.000000,0.54628571,0.0000134225,0.0805490194
955,6.3214805952,0.0645063312,1.0019923221,100.000000,0.54628571,0.0000133349,0.0805476891
957,6.2993549758,0.0618729185,1.0019959302,100.000000,0.54628571,0.0000132511,0.0805456841
959,6.2752114347,0.0586171565,1.0019993751,100.000000,0.54628571,0.0000131709,0.0805430350
961,6.2494280250,0.0547352539,1.0020026351,100.000000,0.54628571,0.0000130940,0.0805397024
963,6.2226461274,0.0502335746,1.0020056917,100.000000,0.54628571,0.0000130197,0.0805355620
965,6.1957001685,0.0451317597,1.0020085297,100.000000,0.54628571,0.0000129476,0.0805304100
967,6.1695239714,0.0394652716,1.0020111389,100.000000,0.54628571,0.0000128773,0.0805239865
969,6.1450469528,0.0332870500,1.0020135148,100.000000,0.54628571,0.0000128091,0.0805160106
971,6.1230934855,0.0266680599,1.0020156595,100.000000,0.54628571,0.0000127434,0.0805062193
973,6.1042971186,0.0196965635,1.0020175816,100.000000,0.54628571,0.0000126810,0.0804943998
975,6.0890385150,0.0124759908,1.0020192959,100.000000,0.54628571,0.0000126226,0.0804804106
977,6.0774124375,0.0051213380,1.0020208222,100.000000,0.54628571,0.0000125687,0.0804641886
979,6.0692254324,-0.0022458153,1.0020221837,100.000000,0.54628571,0.0000125192,0.0804457441
